,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
5547,5/13/2012,Season 2,Episode 7,A Man Without Honor,luwin,"So far, hunting seems very similar to riding, my lord.",House Stark, so far hunting seems very similar to riding my lord,10,"['so', 'far', 'hunting', 'seems', 'very', 'similar', 'to', 'riding', 'my', 'lord']","['far', 'hunting', 'seems', 'similar', 'riding', 'lord']","['far', 'hunting', 'seems', 'similar', 'riding', 'lord']", far hunting seems similar riding lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3698,4/8/2012,Season 2,Episode 2,The Night Lands,jorah mormont,"Khal Pono perhaps, Khal Jhaqo They don't like the idea of a woman leading a Khalasaar.",House Mormont, khal pono perhaps khal jhaqo they do not like the idea of a woman leading a khalasaar,17,"['khal', 'pono', 'perhaps', 'khal', 'jhaqo', 'they', 'do', 'not', 'like', 'the', 'idea', 'of', 'a', 'woman', 'leading', 'a', 'khalasaar']","['khal', 'pono', 'perhaps', 'khal', 'jhaqo', 'like', 'idea', 'woman', 'leading', 'khalasaar']","['khal', 'pono', 'perhaps', 'khal', 'jhaqo', 'like', 'idea', 'woman', 'leading', 'khalasaar']", khal pono perhaps khal jhaqo like idea woman leading khalasaar,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612
5527,5/6/2012,Season 2,Episode 6,The Old Gods and the New,sansa stark,I would have given them bread if I had it. I hate the king more than any of them.,House Stark, i would have given them bread if i had it i hate the king more than any of them,19,"['i', 'would', 'have', 'given', 'them', 'bread', 'if', 'i', 'had', 'it', 'i', 'hate', 'the', 'king', 'more', 'than', 'any', 'of', 'them']","['would', 'given', 'bread', 'hate', 'king']","['would', 'given', 'bread', 'hate', 'king']", would given bread hate king,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.5719}",-0.5719
6499,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,You'll kiss it again when I return and taste my uncle's blood.,House Lannister, you will kiss it again when i return and taste my uncles blood,13,"['you', 'will', 'kiss', 'it', 'again', 'when', 'i', 'return', 'and', 'taste', 'my', 'uncles', 'blood']","['kiss', 'return', 'taste', 'uncles', 'blood']","['kiss', 'return', 'taste', 'uncle', 'blood']", kiss return taste uncle blood,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215
7070,6/3/2012,Season 2,Episode 10,Valar Morghulis,doreah,Please! Please!,House Targaryen, please please,2,"['please', 'please']","['please', 'please']","['please', 'please']", please please,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574
6212,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,"Better than you. Some men have a gift for this sort of thing, some don't. His place is not on the battlefield.",House Lannister, better than you some men have a gift for this sort of thing some dont his place is not on the battlefield,22,"['better', 'than', 'you', 'some', 'men', 'have', 'a', 'gift', 'for', 'this', 'sort', 'of', 'thing', 'some', 'dont', 'his', 'place', 'is', 'not', 'on', 'the', 'battlefield']","['better', 'men', 'gift', 'sort', 'thing', 'dont', 'place', 'battlefield']","['better', 'men', 'gift', 'sort', 'thing', 'dont', 'place', 'battlefield']", better men gift sort thing dont place battlefield,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.7896}",0.7896
3569,4/8/2012,Season 2,Episode 2,The Night Lands,robb stark,I need his ships.,House Stark, i need his ships,4,"['i', 'need', 'his', 'ships']","['need', 'ships']","['need', 'ship']", need ship,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6721,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"Shh! Be calm, my sweet.",House Lannister, shh be calm my sweet,5,"['shh', 'be', 'calm', 'my', 'sweet']","['shh', 'calm', 'sweet']","['shh', 'calm', 'sweet']", shh calm sweet,"{'neg': 0.0, 'neu': 0.159, 'pos': 0.841, 'compound': 0.6486}",0.6486
5329,5/6/2012,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Traitors! I'll have all their heads.,House Lannister, traitors i will have all their heads,7,"['traitors', 'i', 'will', 'have', 'all', 'their', 'heads']","['traitors', 'heads']","['traitor', 'head']", traitor head,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3702,4/8/2012,Season 2,Episode 2,The Night Lands,irri,They did! They butchered him like an animal. They did not burn his body. . He can never join his ancestors in the night lands.,House Targaryen, they did they butchered him like an animal they did not burn his body  he can never join his ancestors in the night lands,24,"['they', 'did', 'they', 'butchered', 'him', 'like', 'an', 'animal', 'they', 'did', 'not', 'burn', 'his', 'body', 'he', 'can', 'never', 'join', 'his', 'ancestors', 'in', 'the', 'night', 'lands']","['butchered', 'like', 'animal', 'burn', 'body', 'never', 'join', 'ancestors', 'night', 'lands']","['butchered', 'like', 'animal', 'burn', 'body', 'never', 'join', 'ancestor', 'night', 'land']", butchered like animal burn body never join ancestor night land,"{'neg': 0.152, 'neu': 0.646, 'pos': 0.202, 'compound': 0.1561}",0.1561
4261,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,grand maester pycelle,"Oh, no. No.",House Lannister, oh no no,3,"['oh', 'no', 'no']",['oh'],['oh'], oh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3298,4/1/2012,Season 2,Episode 1,The North Remembers,daenerys targaryen,"Rakharo, Aggo, Kovarro. Take our remaining horses. You will ride east, you southeast, and you northeast.",House Targaryen, rakharo aggo kovarro take our remaining horses you will ride east you southeast and you northeast,16,"['rakharo', 'aggo', 'kovarro', 'take', 'our', 'remaining', 'horses', 'you', 'will', 'ride', 'east', 'you', 'southeast', 'and', 'you', 'northeast']","['rakharo', 'aggo', 'kovarro', 'take', 'remaining', 'horses', 'ride', 'east', 'southeast', 'northeast']","['rakharo', 'aggo', 'kovarro', 'take', 'remaining', 'horse', 'ride', 'east', 'southeast', 'northeast']", rakharo aggo kovarro take remaining horse ride east southeast northeast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5461,5/6/2012,Season 2,Episode 6,The Old Gods and the New,robb stark,I haven't forgotten.,House Stark, i have not forgotten,4,"['i', 'have', 'not', 'forgotten']",['forgotten'],['forgotten'], forgotten,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",-0.2263
3463,4/1/2012,Season 2,Episode 1,The North Remembers,alton,"An honorable request, Your Grace.",House Lannister, an honorable request your grace,5,"['an', 'honorable', 'request', 'your', 'grace']","['honorable', 'request', 'grace']","['honorable', 'request', 'grace']", honorable request grace,"{'neg': 0.0, 'neu': 0.137, 'pos': 0.863, 'compound': 0.743}",0.743
3241,4/1/2012,Season 2,Episode 1,The North Remembers,tyrion lannister,Quite right. You did nothing when your son called for Ned Stark's head. Now the entire North has risen up against us.,House Lannister, quite right you did nothing when your son called for ned starks head now the entire north has risen up against us,22,"['quite', 'right', 'you', 'did', 'nothing', 'when', 'your', 'son', 'called', 'for', 'ned', 'starks', 'head', 'now', 'the', 'entire', 'north', 'has', 'risen', 'up', 'against', 'us']","['quite', 'right', 'nothing', 'son', 'called', 'ned', 'starks', 'head', 'entire', 'north', 'risen', 'us']","['quite', 'right', 'nothing', 'son', 'called', 'ned', 'starks', 'head', 'entire', 'north', 'risen', 'u']", quite right nothing son called ned starks head entire north risen u,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3800,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,What do the gold cloaks want with you?,House Stark, what do the gold cloaks want with you,8,"['what', 'do', 'the', 'gold', 'cloaks', 'want', 'with', 'you']","['gold', 'cloaks', 'want']","['gold', 'cloak', 'want']", gold cloak want,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772
4383,4/22/2012,Season 2,Episode 4,Garden of Bones,lancel lannister,"Using some vile sorcery, your brother fell on Stafford Lannister with an army of wolves. Thousands of good men were butchered. After the slaughter, the Northmen feasted on the flesh of the slain.",House Lannister, using some vile sorcery your brother fell on stafford lannister with an army of wolves thousands of good men were butchered after the slaughter the northmen feasted on the flesh of the slain,33,"['using', 'some', 'vile', 'sorcery', 'your', 'brother', 'fell', 'on', 'stafford', 'lannister', 'with', 'an', 'army', 'of', 'wolves', 'thousands', 'of', 'good', 'men', 'were', 'butchered', 'after', 'the', 'slaughter', 'the', 'northmen', 'feasted', 'on', 'the', 'flesh', 'of', 'the', 'slain']","['using', 'vile', 'sorcery', 'brother', 'fell', 'stafford', 'lannister', 'army', 'wolves', 'thousands', 'good', 'men', 'butchered', 'slaughter', 'northmen', 'feasted', 'flesh', 'slain']","['using', 'vile', 'sorcery', 'brother', 'fell', 'stafford', 'lannister', 'army', 'wolf', 'thousand', 'good', 'men', 'butchered', 'slaughter', 'northman', 'feasted', 'flesh', 'slain']", using vile sorcery brother fell stafford lannister army wolf thousand good men butchered slaughter northman feasted flesh slain,"{'neg': 0.178, 'neu': 0.696, 'pos': 0.126, 'compound': -0.296}",-0.296
6952,6/3/2012,Season 2,Episode 10,Valar Morghulis,tyrion lannister,"Believe me, you don't.",House Lannister, believe me you dont,4,"['believe', 'me', 'you', 'dont']","['believe', 'dont']","['believe', 'dont']", believe dont,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4950,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jorah mormont,"Malakko says the statue is too heavy to carry. Kovarro says that Malakko is an idiot. They can pry out the gems, the rest is pure gold. Very soft. He can chop off as much as we can carry.",House Mormont, malakko says the statue is too heavy to carry kovarro says that malakko is an idiot they can pry out the gems the rest is pure gold very soft he can chop off as much as we can carry,39,"['malakko', 'says', 'the', 'statue', 'is', 'too', 'heavy', 'to', 'carry', 'kovarro', 'says', 'that', 'malakko', 'is', 'an', 'idiot', 'they', 'can', 'pry', 'out', 'the', 'gems', 'the', 'rest', 'is', 'pure', 'gold', 'very', 'soft', 'he', 'can', 'chop', 'off', 'as', 'much', 'as', 'we', 'can', 'carry']","['malakko', 'says', 'statue', 'heavy', 'carry', 'kovarro', 'says', 'malakko', 'idiot', 'pry', 'gems', 'rest', 'pure', 'gold', 'soft', 'chop', 'much', 'carry']","['malakko', 'say', 'statue', 'heavy', 'carry', 'kovarro', 'say', 'malakko', 'idiot', 'pry', 'gem', 'rest', 'pure', 'gold', 'soft', 'chop', 'much', 'carry']", malakko say statue heavy carry kovarro say malakko idiot pry gem rest pure gold soft chop much carry,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5106}",-0.5106
5119,5/6/2012,Season 2,Episode 6,The Old Gods and the New,bran stark,I won't.,House Stark, i wont,2,"['i', 'wont']",['wont'],['wont'], wont,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4149,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Right. I'm so grateful to have a man of your vast knowledge and wisdom on my side.,House Lannister, right i am so grateful to have a man of your vast knowledge and wisdom on my side,18,"['right', 'i', 'am', 'so', 'grateful', 'to', 'have', 'a', 'man', 'of', 'your', 'vast', 'knowledge', 'and', 'wisdom', 'on', 'my', 'side']","['right', 'grateful', 'man', 'vast', 'knowledge', 'wisdom', 'side']","['right', 'grateful', 'man', 'vast', 'knowledge', 'wisdom', 'side']", right grateful man vast knowledge wisdom side,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7506}",0.7506
3746,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,I heard there was some trouble in Littlefinger's brothel the other night.,House Lannister, i heard there was some trouble in littlefingers brothel the other night,12,"['i', 'heard', 'there', 'was', 'some', 'trouble', 'in', 'littlefingers', 'brothel', 'the', 'other', 'night']","['heard', 'trouble', 'littlefingers', 'brothel', 'night']","['heard', 'trouble', 'littlefingers', 'brothel', 'night']", heard trouble littlefingers brothel night,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019
3696,4/8/2012,Season 2,Episode 2,The Night Lands,daenerys targaryen,He is blood of my blood.,House Targaryen, he is blood of my blood,6,"['he', 'is', 'blood', 'of', 'my', 'blood']","['blood', 'blood']","['blood', 'blood']", blood blood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6749,6/3/2012,Season 2,Episode 10,Valar Morghulis,grand maester pycelle,"These are your new chambers. A little cramped, perhaps, but you don't need much room, do you? You are no longer Hand of the King.",House Lannister, these are your new chambers a little cramped perhaps but you do not need much room do you you are no longer hand of the king,26,"['these', 'are', 'your', 'new', 'chambers', 'a', 'little', 'cramped', 'perhaps', 'but', 'you', 'do', 'not', 'need', 'much', 'room', 'do', 'you', 'you', 'are', 'no', 'longer', 'hand', 'of', 'the', 'king']","['new', 'chambers', 'little', 'cramped', 'perhaps', 'need', 'much', 'room', 'longer', 'hand', 'king']","['new', 'chamber', 'little', 'cramped', 'perhaps', 'need', 'much', 'room', 'longer', 'hand', 'king']", new chamber little cramped perhaps need much room longer hand king,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939
3994,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,jon snow,Offerings? He's murdering his own children. He's a monster.,House Stark, offerings he is murdering his own children he is a monster,11,"['offerings', 'he', 'is', 'murdering', 'his', 'own', 'children', 'he', 'is', 'a', 'monster']","['offerings', 'murdering', 'children', 'monster']","['offering', 'murdering', 'child', 'monster']", offering murdering child monster,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}",-0.6486
4939,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,"The last time a rich man gave me a dress, he was selling me to Khal Drogo.",House Targaryen, the last time a rich man gave me a dress he was selling me to khal drogo,17,"['the', 'last', 'time', 'a', 'rich', 'man', 'gave', 'me', 'a', 'dress', 'he', 'was', 'selling', 'me', 'to', 'khal', 'drogo']","['last', 'time', 'rich', 'man', 'gave', 'dress', 'selling', 'khal', 'drogo']","['last', 'time', 'rich', 'man', 'gave', 'dress', 'selling', 'khal', 'drogo']", last time rich man gave dress selling khal drogo,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",0.5574
3405,4/1/2012,Season 2,Episode 1,The North Remembers,jaime lannister,"King in the North. I keep expecting you to leave me in one castle or another for safekeeping, but you drag me along from camp to camp. Have you grown fond of me, Stark? Is that it? I've never seen you with a girl.",House Lannister, king in the north i keep expecting you to leave me in one castle or another for safekeeping but you drag me along from camp to camp have you grown fond of me stark is that it i have never seen you with a girl,45,"['king', 'in', 'the', 'north', 'i', 'keep', 'expecting', 'you', 'to', 'leave', 'me', 'in', 'one', 'castle', 'or', 'another', 'for', 'safekeeping', 'but', 'you', 'drag', 'me', 'along', 'from', 'camp', 'to', 'camp', 'have', 'you', 'grown', 'fond', 'of', 'me', 'stark', 'is', 'that', 'it', 'i', 'have', 'never', 'seen', 'you', 'with', 'a', 'girl']","['king', 'north', 'keep', 'expecting', 'leave', 'one', 'castle', 'another', 'safekeeping', 'drag', 'along', 'camp', 'camp', 'grown', 'fond', 'stark', 'never', 'seen', 'girl']","['king', 'north', 'keep', 'expecting', 'leave', 'one', 'castle', 'another', 'safekeeping', 'drag', 'along', 'camp', 'camp', 'grown', 'fond', 'stark', 'never', 'seen', 'girl']", king north keep expecting leave one castle another safekeeping drag along camp camp grown fond stark never seen girl,"{'neg': 0.132, 'neu': 0.641, 'pos': 0.226, 'compound': 0.4939}",0.4939
3339,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,"He's no friend of mine. He broke his vows, betrayed his brothers!",House Mormont, he is no friend of mine he broke his vows betrayed his brothers,13,"['he', 'is', 'no', 'friend', 'of', 'mine', 'he', 'broke', 'his', 'vows', 'betrayed', 'his', 'brothers']","['friend', 'mine', 'broke', 'vows', 'betrayed', 'brothers']","['friend', 'mine', 'broke', 'vow', 'betrayed', 'brother']", friend mine broke vow betrayed brother,"{'neg': 0.523, 'neu': 0.231, 'pos': 0.246, 'compound': -0.5574}",-0.5574
5489,5/6/2012,Season 2,Episode 6,The Old Gods and the New,catelyn stark,"I told you, never trust a Greyjoy!",House Stark, i told you never trust a greyjoy,7,"['i', 'told', 'you', 'never', 'trust', 'a', 'greyjoy']","['told', 'never', 'trust', 'greyjoy']","['told', 'never', 'trust', 'greyjoy']", told never trust greyjoy,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4023}",-0.4023
5477,5/6/2012,Season 2,Episode 6,The Old Gods and the New,jon snow,We start again at first light. Get some sleep.,House Stark, we start again at first light get some sleep,9,"['we', 'start', 'again', 'at', 'first', 'light', 'get', 'some', 'sleep']","['start', 'first', 'light', 'get', 'sleep']","['start', 'first', 'light', 'get', 'sleep']", start first light get sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4129,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,sansa stark,I shouldn't have to tell you to do things. You should just do them.,House Stark, i should not have to tell you to do things you should just do them,15,"['i', 'should', 'not', 'have', 'to', 'tell', 'you', 'to', 'do', 'things', 'you', 'should', 'just', 'do', 'them']","['tell', 'things']","['tell', 'thing']", tell thing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
